jop name,laocation,company name,experience,experience year,skills
"Senior Engineer, Mechanical","Abu Dhabi, United Arab Emirates ",ADNOC (Abu Dhabi National Oil Company),Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Engineering', ' ∑ Electrical Engineering', ' ∑ Software Development']"
Manager ñ Business Support,"Abu Dhabi, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank,Not specified,None,"[' ∑ Customer Service/Support', ' ∑ Sales/Retail', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Customer Support', ' ∑ Customer Service', ' ∑ Customer Care', ' ∑ Marketing']"
Manpower Administration Specialist,"Riyadh, Saudi Arabia ",Professional Recruitment,Not specified,None,"[' ∑ Human Resources', ' ∑ IT/Software Development', ' ∑ Administration', ' ∑ Microsoft Office', ' ∑ Admin', ' ∑ Office Management', ' ∑ Business Administration', ' ∑ English', ' ∑ Information Technology (IT)']"
Senior Full Stack developer (.Net & Angular),"Cairo, Egypt ",GS - GEO Solutions,Experienced,4 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ .Net', ' ∑ ASP.Net', 'Computer Science', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ JavaScript', ' ∑ Software Development', ' ∑ Software']"
KYC Compliance Analyst (Mandarin Speaking),"Dubai, United Arab Emirates ",Charterhouse Middle East,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', '', ' ∑ finance', ' ∑ accounting', ' ∑ information technology (it)', 'computer science', ' ∑ analysis', ' ∑ research', ' ∑ kyc']"
R&D / Flavorist Specialist,"Badr City, Cairo, Egypt ",Nature's Rule Egypt LLC,Experienced,1 - 3 Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Analyst/Research', ' ∑ Pharmaceutical', ' ∑ Pharmacy', ' ∑ Research', 'Science', ' ∑ R&D']"
Senior Software Tester,"Mansoura, Dakahlia, Egypt ",qTech.,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ Project Management', ' ∑ Information Systems', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Computer Engineering', ' ∑ Software']"
Software Tester,"Mansoura, Dakahlia, Egypt ",qTech.,Entry Level,1+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Quality Assurance', ' ∑ Quality Control', ' ∑ Engineering', ' ∑ Quality', ' ∑ SQL', ' ∑ Zephyr', ' ∑ Testing']"
HR Consultant,"Kuwait City, Kuwait ",Oracle - Egypt,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Strategy/Consulting', ' ∑ Human Resources (HR)', ' ∑ Consulting', ' ∑ Information Technology (IT)', ' ∑ Microsoft Office', ' ∑ Business', 'Computer Science', ' ∑ ERP']"
Site Reliability Engineer Specialist - SWDC,"Cairo, Egypt ",Giza Arabia Systems,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ AWS', 'Computer Science', ' ∑ DevOps', ' ∑ Information Technology (IT)', ' ∑ Ansible', ' ∑ Python']"
Senior Piping Designer,"Dubai, United Arab Emirates ",Wood,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Design', ' ∑ Adobe Photoshop', ' ∑ Adobe Illustrator', ' ∑ Graphic Design', ' ∑ Adobe Indesign', ' ∑ Information Technology (IT)', 'Computer Science']"
Information Security Senior Supervisor,"Maadi, Cairo, Egypt ",Xceed Contact Center,Experienced,5 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CISSP', ' ∑ CISM', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Information Security', ' ∑ Information Technology (IT)', ' ∑ Security', ' ∑ Software']"
Sales Specialist (IT Solutions),"Heliopolis, Cairo, Egypt ",Injaz Tech for advanced systems,Experienced,3 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Sales', ' ∑ account manager', ' ∑ Sales Target', ' ∑ IT', ' ∑ Business Administration', ' ∑ Communication', ' ∑ sales skills']"
Senior Technical Manager - Enterprise Resource Planning (ERP) System,"6th of October, Giza, Egypt ",Confidential,Manager,3 - 7 Yrs of Exp,"[' ∑ Business Development', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Azure', 'Computer Science', ' ∑ developer', ' ∑ Engineering', ' ∑ ERP System', ' ∑ Information Technology (IT)', ' ∑ ERP']"
"Manager, Regulatory Compliance & Assurance","Abu Dhabi, United Arab Emirates ",Al Hilal Bank,Not specified,None,"[' ∑ Legal', ' ∑ Pharmaceutical', ' ∑ Compliance', ' ∑ Accounting', ' ∑ Finance', ' ∑ Regulatory Affairs', ' ∑ Legal', ' ∑ Microsoft Office', ' ∑ Pharmacy']"
Group IT Manager,"6th of October, Giza, Egypt ",TEPCO S.A.E.,Manager,10 - 20 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Information Technology (IT)', ' ∑ Networking', ' ∑ Project Management', ' ∑ SAP', ' ∑ Active Directory', ' ∑ AWS', ' ∑ Communication', ' ∑ Cisco', ' ∑ Computer Engineering']"
SOC Analyst,"Giza, Egypt ",Link Datacenter,Entry Level,0 - 1 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ CEH', ' ∑ Information Technology (IT)', ' ∑ Security Operations', ' ∑ Security', ' ∑ SIEM', ' ∑ SOC']"
Product Manager,"Riyadh, Saudi Arabia ",Marn,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Product Management', ' ∑ Marketing', ' ∑ Sales', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Project Management', ' ∑ Sales Skills']"
Junior Web Developer - Full Stack,"Sheraton, Cairo, Egypt ",EEC Group,Experienced,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ jQuery', ' ∑ PHP', ' ∑ Software Development', ' ∑ Web Development', ' ∑ HTML', ' ∑ JavaScript']"
System Analyst,"Nasr City, Cairo, Egypt ",IT Pillars,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', '', ' ∑ business', ' ∑ Business Analysis', ' ∑ Analysis', ' ∑ Communication skills', 'Computer Science', ' ∑ Development', ' ∑ Software Development']"
"Manager, Enterprise Asset Management - Supply Chain & Operations","Doha, Qatar ",Ernst & Young - MENA,Manager,∑ IT/Software Development,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Customer Service', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Accounting', ' ∑ Customer Care']"
MATERIALS ENGINEER,"Riyadh, Saudi Arabia ",Air Products (Middle East) FZE,Not specified,None,"[' ∑ Manufacturing/Production', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ Production', ' ∑ Manufacturing', ' ∑ Sales', ' ∑ Civil Engineering', ' ∑ Construction']"
Operations Manager,"Altall Alkabir, Ismailia, Egypt ",MTI Agri,Manager,5 - 10 Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Other', ' ∑ excel', ' ∑ Management', ' ∑ Operations', ' ∑ Reporting', ' ∑ Skills', ' ∑ Planning', ' ∑ Analysis', ' ∑ quality']"
IT Engineer,"6th of October, Giza, Egypt ",SE Wiring Systems EGYPT,Entry Level,0 - 2 Yrs of Exp,"['∑ males_only', ' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ Engineering', ' ∑ English', ' ∑ Computer', ' ∑ Communication Skills']"
Application Support Officer,"New Capital, Cairo, Egypt ",Global Academic Foundation Hosting University of Hertfordshire UH,Experienced,3 - 5 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Development', ' ∑ Information Technology (IT)', ' ∑ Database', ' ∑ SQL', ' ∑ Telecom Engineering', ' ∑ Software Development']"
Network Technical Support,"Nasr City, Cairo, Egypt ",IT Pillars,Experienced,1 - 2 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ Technical Support', ' ∑ IT Support', ' ∑ Networks', ' ∑ Customer Service', ' ∑ Customer Care']"
Security Engineer (6th of October),"6th of October, Giza, Egypt ",El-Sewedy Electrometer,Experienced,2 - 4 Yrs of Exp,"['∑ males_only', ' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCNA', ' ∑ Communication', ' ∑ computer', 'Computer Science', ' ∑ Engineering', ' ∑ Hardware', ' ∑ Information Technology (IT)']"
Business Analyst - Multinational Company,"Cairo, Egypt ",Pillars,Experienced,3+ Yrs of Exp,"[' ∑ Business Development', ' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Analysis', ' ∑ business', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Data Analysis', ' ∑ English', ' ∑ Management']"
Project Management Officer PMO,"Abu Dhabi, United Arab Emirates ","Thales e-Security, Inc.",Not specified,None,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Project Management', ' ∑ PMO', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Civil Engineering', ' ∑ Communication Skills', ' ∑ Engineering']"
Healthcare Senior Presales Consultant,"Riyadh, Saudi Arabia ",Giza Arabia,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Sales', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Sales Skills', ' ∑ Presales', ' ∑ Engineering', ' ∑ RFP']"
Health Information Specialist - Coding,"Dammam, Saudi Arabia ",Eastern Health Cluster,Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Quality', ' ∑ Quality Control', ' ∑ Quality Assurance', ' ∑ HSE']"
Corrosion Engineer II,"Yanbu, Saudi Arabia ",Yanbu Aramco Sinopec Refining Company (YASREF),Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Telecommunication', ' ∑ SQL', ' ∑ .NET', ' ∑ Software Engineering']"
Project Coordinator - BC,"Riyadh, Saudi Arabia ",Giza Arabia,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Project Management', ' ∑ Administration', ' ∑ Microsoft Office', ' ∑ Project Coordination', ' ∑ Information Technology (IT)', ' ∑ Engineering', ' ∑ Localization']"
Senior Mechanical Engineer - Shuaibah Cluster,"Riyadh, Saudi Arabia ",NOMAC,Experienced,10+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Engineering', ' ∑ Electrical Engineering', ' ∑ Software Development']"
Senior Technical Safety Engineer,"Dubai, United Arab Emirates ",Wood,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Mechanical/Electrical', '', ' ∑ Engineering', ' ∑ Technical Office', ' ∑ AutoCAD', ' ∑ Civil Engineering', ' ∑ Architecture', ' ∑ Electrical Engineering', ' ∑ Microsoft Office']"
Information Technology Project Manager,"Riyadh, Saudi Arabia ",Confidential,Manager,4 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Information Technology (IT)', 'Computer Science', 'Data', ' ∑ DNS', ' ∑ Cisco', ' ∑ Project Management', ' ∑ Management', ' ∑ Engineering']"
Infrastructure Team Leader,"New Nozha, Cairo, Egypt ",Shatta,Experienced,8 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Networks']"
Senior Specialist - Credit Support,"Abu Dhabi, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Media/Journalism/Publishing', ' ∑ Marketing', ' ∑ Social Media', ' ∑ Human Resources (HR)', ' ∑ E-marketing', ' ∑ Microsoft Office', ' ∑ Digital Marketing', ' ∑ Media']"
Assurance Graduates - All KSA,"Riyadh, Saudi Arabia ",PwC - United Arab Emirates,Not specified,None,"[' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ quality assurance', ' ∑ quality control', 'science', ' ∑ quality', ' ∑ engineering', ' ∑ accounting', ' ∑ finance']"
Assurance Graduate - UAE,"Abu Dhabi, United Arab Emirates ",PwC - United Arab Emirates,Not specified,None,"[' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ quality assurance', ' ∑ quality control', 'science', ' ∑ quality', ' ∑ engineering', ' ∑ accounting', ' ∑ finance']"
Regulatory Affairs Manager,"Nasr City, Cairo, Egypt ",dkt Egypt,Manager,8 - 10 Yrs of Exp,"[' ∑ Hospitality/Hotels/Food Services', ' ∑ Pharmaceutical', ' ∑ Pharmaceutical', ' ∑ Regulatory Affairs', 'Science', ' ∑ Pharmacy', ' ∑ Vet', ' ∑ Management']"
Full Stack Developer - MERN,"Nasr City, Cairo, Egypt ",Confidential,Experienced,2+ Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ AWS', ' ∑ HTML', ' ∑ JavaScript', ' ∑ React', ' ∑ CSS', ' ∑ Node.js', ' ∑ RESTful APIs', ' ∑ Testing']"
Mid Level Testing Engineer,"Cairo, Egypt ",Octane solutions,Experienced,2 - 3 Yrs of Exp,"[' ∑ Accounting/Finance', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Agile', ' ∑ Automation', ' ∑ computer', 'Computer Science', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ quality']"
Odoo Implementer,"Sheikh Zayed, Giza, Egypt ",365 Ecology,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Development', ' ∑ ERP', 'Computer Science', ' ∑ Software Development', ' ∑ Odoo ERP', ' ∑ Odoo', ' ∑ Software']"
Senior Frontend Developer- Angular,"Sheraton, Cairo, Egypt ",Egabi FSI,Experienced,4 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ javaScript', ' ∑ CSS', ' ∑ CSS3', ' ∑ Software Development', ' ∑ Angular2+', ' ∑ Angular']"
Call Dispatcher & Tech. Support,"New Heliopolis, Cairo, Egypt ",Confidential,Experienced,0 - 2 Yrs of Exp,"[' ∑ Customer Service/Support', ' ∑ IT/Software Development', ' ∑ Customer Service', ' ∑ Technical Support', ' ∑ Communication', ' ∑ MCSA', 'Computer Science', ' ∑ Communication skills', ' ∑ dispatching', ' ∑ English']"
IT Specialist,"Obour City, Cairo, Egypt ",Confidential,Experienced,3+ Yrs of Exp,"['∑ males_only', ' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCNA', ' ∑ MCSA', ' ∑ network', ' ∑ Network Administration', ' ∑ networks', ' ∑ Technical Support', 'Computer Science']"
SAP Admin / IT Admin,"New Cairo, Cairo, Egypt ",Nature's Rule Egypt LLC,Experienced,5+ Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', 'Computer Science', ' ∑ database administration', ' ∑ Information Technology (IT)', ' ∑ SAP', ' ∑ System Administration']"
Senior React Developer,"New Cairo, Cairo, Egypt ",Arabian Advanced Systems,Experienced,5 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ React', ' ∑ javaScript', ' ∑ CSS', ' ∑ Git', ' ∑ HTML5']"
Quality Manager,"Badr City, Cairo, Egypt ",Nature's Rule Egypt LLC,Manager,10+ Yrs of Exp,"[' ∑ Quality', ' ∑ Engineering - Other', '', ' ∑ Agriculture', ' ∑ Engineering', ' ∑ English', ' ∑ quality', ' ∑ Quality Assurance', ' ∑ Quality Management', ' ∑ Quality Control', ' ∑ Safety']"
System Administrator,"Sheikh Zayed, Giza, Egypt ",Nour Eldin Elsherif for Trading vehicles,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ ERP', ' ∑ System Administration']"
Senior Flutter Developer - iOS/Swift Background,"Heliopolis, Cairo, Egypt ",GET Group- Egypt,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ flutter', 'Computer Science', ' ∑ Software Engineering', ' ∑ SDLC', ' ∑ HTML', ' ∑ CSS', ' ∑ Firebase']"
Senior Maintenance Engineer / Agricultural Company,"Aswan, Aswan, Egypt ",Confidential,Experienced,5 - 15 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering - Other', ' ∑ Agricultural', 'Computer Science', ' ∑ Design', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Maintenance', ' ∑ mechanics']"
Odoo Developer,"Nasr City, Cairo, Egypt ",BBI-Consultancy,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Agile', ' ∑ JavaScript', ' ∑ ERP', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Development', ' ∑ PostgreSQL', ' ∑ Odoo', ' ∑ Python']"
