jop name,laocation,company name,experience,experience year,skills
IT Help Desk Officer,"New Capital, Cairo, Egypt ",Global Academic Foundation Hosting University of Hertfordshire UH,Experienced,4 - 5 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Communication skills', ' ∑ Computer Systems', ' ∑ English', ' ∑ Help desk', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ technical', ' ∑ Windows']"
Senior Golang Developer,"New Cairo, Cairo, Egypt ",CrossWorkers,Experienced,4 - 7 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ Golang', ' ∑ Design', ' ∑ Git', ' ∑ MVC', ' ∑ MySQL', ' ∑ Software Development', ' ∑ PHP']"
iOS Mobile Developer,"Cairo, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ App Store', ' ∑ computer', 'Computer Science', ' ∑ iOS', ' ∑ OOP', ' ∑ Software Development', ' ∑ Swift']"
Network & Security Engineer / Administrator,"New Capital, Cairo, Egypt ",Global Academic Foundation Hosting University of Hertfordshire UH,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Systems', ' ∑ Information Security', ' ∑ Information Technology (IT)', ' ∑ Engineering', ' ∑ Networking', ' ∑ Security', ' ∑ Communication skills', ' ∑ firewalls']"
Validation Specialist - Quality Assurance,"Ameria, Alexandria, Egypt ",European Egyptian Pharmaceutical Industries (EEPI),Entry Level,1 - 3 Yrs of Exp,"[' ∑ Manufacturing/Production', ' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ Pharmaceutical', ' ∑ Quality Assurance', 'Science', ' ∑ Pharmacy', ' ∑ Validation']"
Assistant Computer Systems Administrator,"Dokki, Giza, Egypt ","The Micro, Small & Medium Enterprise Development Agency",Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Microsoft Office', ' ∑ Software', ' ∑ System Administration', ' ∑ SQL', ' ∑ Troubleshooting', 'Computer Science', ' ∑ Maintenance']"
Senior Software Tester - Quality Assurance,"Nasr City, Cairo, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ QA', ' ∑ QC', ' ∑ Quality Control', ' ∑ Quality Assurance', ' ∑ Software Testing', ' ∑ Test Cases', ' ∑ Selenium']"
Senior PHP Developer (Laravel),"Nasr City, Cairo, Egypt ",Our Education,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ PHP', 'Computer Science', ' ∑ Laravel', ' ∑ HTML5', ' ∑ CSS3', ' ∑ MVC', ' ∑ Programming', ' ∑ javaScript']"
Product Specialist (Nasr City- Heliopolis),"Nasr City, Cairo, Egypt ",PRT Scientific Office,Entry Level,0 - 5 Yrs of Exp,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Pharmacy', ' ∑ Veterinary', ' ∑ Medicine', ' ∑ Sales', ' ∑ Customer Service', ' ∑ Pharmaceutical', ' ∑ Cosmetics']"
Microsoft Power BI Developer,"Cairo, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ BI Developer', ' ∑ BI', 'Computer Science', ' ∑ developer', ' ∑ Information Technology (IT)', ' ∑ Microsoft', ' ∑ Microsoft Power BI']"
SAP Business One Consultant,"Heliopolis, Cairo, Egypt ",Asass,Experienced,3 - 5 Yrs of Exp,"[' ∑ Engineering - Construction/Civil/Architecture', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ business', ' ∑ ERP', ' ∑ SAP', ' ∑ Sap B1', ' ∑ Information Technology (IT)', ' ∑ English', 'Computer Science']"
System Administrator,"Heliopolis, Cairo, Egypt ",Confidential,Experienced,5 - 8 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ CCNA', ' ∑ System Administration', ' ∑ English', ' ∑ System Admin', ' ∑ Information Technology (IT)', ' ∑ MCSE']"
Senior BI Developer,"Cairo, Egypt ",LINK Development,Entry Level,1 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ BI', ' ∑ Software Engineering', ' ∑ SQL', ' ∑ Software Development', ' ∑ Power BI', ' ∑ SSRS', ' ∑ SQL Server']"
Senior Software Test Engineer,"Cairo, Egypt ",Ejada,Experienced,6 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ API', 'Computer Science', ' ∑ ISTQB', ' ∑ Performance Testing', ' ∑ Quality Control', ' ∑ Testing']"
Web Developer,"Katameya, Cairo, Egypt ",Confidential,Experienced,3 - 5 Yrs of Exp,"[' ∑ Creative/Design/Art', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ application', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Integration', ' ∑ Software Development', ' ∑ SAP', ' ∑ SQL']"
IT Operations Manager,"Riyadh, Saudi Arabia ",Nadco Kitchen club co,Experienced,5 - 20 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ IT', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Configuration', ' ∑ Cloud', ' ∑ networks', ' ∑ ERP Solutions']"
Backend Developer,"Giza, Giza, Egypt ",Bright Vision,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ API', ' ∑ RESTful', ' ∑ Software Development', ' ∑ Node.js', ' ∑ Git', ' ∑ Information Technology (IT)', ' ∑ Software Engineering', ' ∑ backend']"
Software Developer (Middle/Senior) for System Integrator and Microservices,"Heliopolis, Cairo, Egypt ",iono tech,Senior Management,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Agile', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ REST', ' ∑ Programming', ' ∑ Software Engineering', ' ∑ JavaScript', 'Computer Science']"
Flutter developer,"Nasr City, Cairo, Egypt ",AGG information technology,Experienced,1 - 3 Yrs of Exp,"[' ∑ Creative/Design/Art', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Android', ' ∑ iOS', ' ∑ APIs', ' ∑ flutter', ' ∑ Software Development', ' ∑ Github', ' ∑ RESTful']"
Software Application Support Engineer,"Maadi, Cairo, Egypt ",Softec Technologies,Entry Level,0 - 2 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ Technical Support', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Troubleshooting', ' ∑ Networking', ' ∑ English']"
Senior IT Engineer,"Cairo, Egypt ",El Teriak Industrial Group,Experienced,7 - 12 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Mechanical/Electrical', 'Computer Science', ' ∑ Design', ' ∑ HTML', ' ∑ Information Technology (IT)', ' ∑ JavaScript', ' ∑ Software', ' ∑ Software Development', ' ∑ Software Engineering']"
It Security & Network Engineer,"6th of October, Giza, Egypt ",El-Sewedy Electrometer,Experienced,3 - 5 Yrs of Exp,"['∑ males_only', ' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Computer Hardware', ' ∑ Hardware', ' ∑ Information Technology (IT)', ' ∑ CCNA', ' ∑ computer', ' ∑ Networking', ' ∑ Software']"
Senior Flutter Developer,"Smart Village, Giza, Egypt ",e Aswaaq Misr,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Agile', ' ∑ Android', 'Computer Science', ' ∑ Design', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Java', ' ∑ JSON', ' ∑ Software']"
Senior Planning Engineer,"Cairo, Egypt ",Confidential,Experienced,5 - 10 Yrs of Exp,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Project Management', ' ∑ Communication skills', ' ∑ Mechanical', ' ∑ Software Development', ' ∑ Primavera']"
Java Support,"Mohandessin, Giza, Egypt ",Air Arabia,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Java', ' ∑ Engineering', ' ∑ English', ' ∑ Infrastructure as a Service']"
Senior .NET Full Stack Developer (.NET Core & Angular),"Sheikh Zayed, Giza, Egypt ",Lumin,Experienced,4+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ ASP.NET', ' ∑ ADO.NET', ' ∑ C#.Net', ' ∑ .NET', ' ∑ .NEt Full Stack Developer', ' ∑ Full Stack Developer', ' ∑ java', ' ∑ Python']"
Product Owner,"Nasr City, Cairo, Egypt ",Dimofinf Operations Center,Experienced,4 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Agile', ' ∑ Engineering', ' ∑ JIRA', ' ∑ Product', ' ∑ Product Management', ' ∑ Project Management']"
Senior Network Engineer,"Shorouk City, Cairo, Egypt ",British University of Egypt,Experienced,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Network', ' ∑ Engineering', ' ∑ Network Administration', 'Computer Science', ' ∑ Information Technology (IT)']"
Software Quality Control Engineer,"Maadi, Cairo, Egypt ",TensorGraph,Experienced,2 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ ISTQB', 'Computer Science', ' ∑ Quality Control', ' ∑ Software', ' ∑ Software Testing']"
Digital Transformation Manager,"Nasr City, Cairo, Egypt ",Confidential,Manager,5+ Yrs of Exp,"[' ∑ Media/Journalism/Publishing', ' ∑ business', 'Computer Science', ' ∑ Project Management', ' ∑ Digital', ' ∑ Management']"
Medical Representative - Minya,"Minya, Egypt ",El Nahar for Medical Solutions,Entry Level,0 - 4 Yrs of Exp,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Medical', ' ∑ Sales', ' ∑ sales skills', 'Science', ' ∑ Agriculture', ' ∑ Commerce', ' ∑ Communication skills']"
Senior Business Analyst,"Riyadh, Saudi Arabia ",Tam Development LLC,Experienced,1 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Agile', ' ∑ Business Analysis', ' ∑ Communication skills', ' ∑ Project Management', ' ∑ Software Development', 'Computer Science']"
Mid Level - Web Developer,"Alexandria, Egypt ",Softxpert Incorporation,Experienced,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Software', ' ∑ Software Development', ' ∑ Engineering', 'Computer Science', ' ∑ Software Engineering', ' ∑ Web Development', ' ∑ Git']"
System Senior Specialist,"New Cairo, Cairo, Egypt ",Etisalat Egypt,Experienced,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Linux', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Cloud', ' ∑ Cloud Computing']"
BI Developer,"New Cairo, Cairo, Egypt ",Transmar International,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ BI', ' ∑ Information Technology (IT)', ' ∑ Power BI']"
Odoo Developer,"Maadi, Cairo, Egypt ",3D Diagnostix,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ business', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Odoo', ' ∑ Odoo ERP', ' ∑ Python', ' ∑ ERP', ' ∑ Python Scripting']"
Junior Implementation Specialist,"Nasr City, Cairo, Egypt ",Health Insights Group,Entry Level,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Medical/Healthcare', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ SQL', ' ∑ Linux', ' ∑ Unix/Linux']"
Backend Developer,"New Cairo, Cairo, Egypt ",Fintech solutions,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Android', 'Computer Science', ' ∑ Development', ' ∑ Information Technology (IT)', 'Science', ' ∑ Software Development', ' ∑ Software', ' ∑ Mobile Development', ' ∑ Engineering']"
Full Stack Developer - PHP,"Cairo, Egypt ",Confidential,Experienced,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Laravel', ' ∑ PHP', ' ∑ JavaScript', ' ∑ Full Stack', 'Computer Science']"
Senior Business Analyst (KSA),"Riyadh, Saudi Arabia ",Ejada,Experienced,5 - 9 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Agile', ' ∑ Analysis', ' ∑ Banking', ' ∑ Communication skills']"
Odoo Analyst,"Maadi, Cairo, Egypt ",3D Diagnostix,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', '', 'Computer Science', ' ∑ business', ' ∑ Information Technology (IT)', ' ∑ ERP', ' ∑ Odoo', ' ∑ Python', ' ∑ Odoo ERP', ' ∑ django']"
IT Manager,"Giza, Egypt ",Parkville Pharmaceuticals,Manager,7 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Odoo ERP', ' ∑ Communication skills', ' ∑ Project Management', ' ∑ Information technology']"
Developer and Support of Applications and Software Solutions,"Cairo, Egypt ",Confidential,Experienced,3 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ MySQL', ' ∑ Oracle', ' ∑ Information Technology (IT)', ' ∑ Java', 'Computer Science', ' ∑ Software Development', ' ∑ SQL', ' ∑ Python']"
Business Analyst | German Speaker,"Maadi, Cairo, Egypt ",Expleo,Experienced,1 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Business Analysis', ' ∑ German', 'Computer Science', ' ∑ MS Excel', ' ∑ german', ' ∑ English', ' ∑ inssurance']"
Product Specialist ( Menoufeya),"Monufya, Egypt ",PRT Scientific Office,Entry Level,0 - 5 Yrs of Exp,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Pharmacy', ' ∑ Veterinary', ' ∑ Medicine', ' ∑ Sales', ' ∑ Customer Service', ' ∑ Pharmaceutical', ' ∑ Cosmetics']"
Product Specialist ( Minya),"Minya, Egypt ",PRT Scientific Office,Entry Level,0 - 5 Yrs of Exp,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Pharmacy', ' ∑ Veterinary', ' ∑ Medicine', ' ∑ Sales', ' ∑ Customer Service', ' ∑ Pharmaceutical', ' ∑ Cosmetics']"
Software Business Analyst,"Cairo, Egypt ",SHAWAHID ROADS INDUSTRIAL COMPANY,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Analyst', ' ∑ Business Analyst', 'Computer Science', ' ∑ Software', 'Science', ' ∑ English', ' ∑ computer']"
Sr. Pre Sales Consultant,"Cairo, Egypt ",Confidential,Experienced,6 - 12 Yrs of Exp,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Pre-Sales', ' ∑ Presales', 'Computer Science', ' ∑ Microsoft Office', ' ∑ Sales']"
AI Developer,"Cairo, Egypt ",LINK Development,Entry Level,1 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ BI', ' ∑ Software Engineering', ' ∑ SQL', ' ∑ Software Development', ' ∑ Power BI', ' ∑ SSRS', ' ∑ SQL Server']"
Full Stack Developer,"Hail, Saudi Arabia ",Medicall Call center 4D,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Full Stack Developer', ' ∑ PHP Development', ' ∑ javaScript Frameworks', ' ∑ Angular', ' ∑ MySQL', ' ∑ API', ' ∑ Node.js', ' ∑ React Native']"
IT System Administrator,"Cairo, Egypt ",Confidential,Experienced,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ analytical', ' ∑ Analytical Skills', ' ∑ Information Technology (IT)', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Communication skills']"
Software Developer (.Net),"New Cairo, Cairo, Egypt ",BI-Technologies,Entry Level,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Software Development', ' ∑ Web Development', ' ∑ Dynamics', ' ∑ Microsoft Dynamics', ' ∑ AX', ' ∑ X++', ' ∑ ASP.NET', ' ∑ .NET']"
Agile Coach,"Cairo, Egypt ",Confidential,Experienced,3 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Agile', ' ∑ Software Development', 'Computer Science', ' ∑ Coaching', ' ∑ Scrum']"
App Product Manager / Programmer (Flutter),"6th of October, Giza, Egypt ",Confidential,Experienced,3 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Mobile App', ' ∑ Product Management', ' ∑ business', 'Computer Science']"
SOC Analyst,"Maadi, Cairo, Egypt ",Al Ahly capital holding - Al Ahly Tamkeen,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ CEH', ' ∑ CIH', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ SIEM', ' ∑ Technical Analysis']"
Oracle Cloud HCM Consultant,"Cairo, Egypt ",Confidential,Experienced,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Oracle', ' ∑ Payroll', ' ∑ HCM', 'Computer Science', ' ∑ Consultant']"
Zoho Web Developer - Remote job,"Dubai, United Arab Emirates ",Happenize,Experienced,1 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Zoho CRM', ' ∑ zoho developer', ' ∑ Software Development', ' ∑ Web Development']"
IT Manager- Sap User,"Obour City, Cairo, Egypt ",Confidential,Manager,12 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Operations/Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Administration', ' ∑ Analysis', ' ∑ computer', ' ∑ Computer Hardware', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ IT']"
Senior HR Information System ( HRIS),"Sheraton, Cairo, Egypt ",Confidential,Senior Management,3 - 7 Yrs of Exp,"[' ∑ Business Development', ' ∑ Human Resources', ' ∑ business', ' ∑ Information Technology (IT)', ' ∑ Information Systems', ' ∑ Database', ' ∑ Analysis', ' ∑ Human Resources Development']"
IT senior,"Nasr City, Cairo, Egypt ",Confidential,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ Computer Engineering', ' ∑ CCNP', 'Computer Science', ' ∑ ERP', ' ∑ Information Technology (IT)', ' ∑ Network Administration', ' ∑ CCNA']"
Senior Linux System Admin (+ 3 years of pure Linux administration experience),"Maadi, Cairo, Egypt ",3D Diagnostix,Experienced,3+ Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ AWS', ' ∑ CCNA', ' ∑ Cisco', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Linux', ' ∑ MySQL']"
IOT Engineer,"Cairo, Egypt ",Noases,Experienced,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Development', ' ∑ Information Technology (IT)', ' ∑ Engineering', ' ∑ IOT', ' ∑ Machine Learning', ' ∑ MySQL', ' ∑ Programming']"
Senior Software Quality Control Engineer,"Heliopolis, Cairo, Egypt ",GET Group- Egypt,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ API', ' ∑ API Testing', 'Computer Science', ' ∑ Quality Control', ' ∑ Testing', ' ∑ Performance', ' ∑ ISTQB']"
Senior Backend Developer{ .NET Core},"Nasr City, Cairo, Egypt ",RTR Software Solutions,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ .Net', ' ∑ Microsoft SQL Server', ' ∑ Azure', ' ∑ Git', ' ∑ SQL', ' ∑ Software Development', ' ∑ Agile', 'Computer Science']"
IT Manager,"Katameya, Cairo, Egypt ",Techno Wave,Manager,7 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ networks', ' ∑ IT', ' ∑ Information Technology (IT)']"
Senior Oracle developer,"Giza, Egypt ",Algoriza,Experienced,5+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Design', ' ∑ Development', ' ∑ Database', ' ∑ Information Technology (IT)', ' ∑ Oracle', ' ∑ oracle developer', ' ∑ PL/SQL']"
Senior Backend Developer (PHP),"Heliopolis, Cairo, Egypt ",Easy Cash,Experienced,4 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ backend', ' ∑ Laravel', ' ∑ SQL', ' ∑ PHP', ' ∑ Engineering']"
Cloud Solutions Architect,"Giza, Egypt ",Link Datacenter,Experienced,2 - 4 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Azure', ' ∑ Cloud', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Docker', ' ∑ Engineering', ' ∑ Information Technology (IT)']"
Oracle Developer,"Dokki, Giza, Egypt ",Confidential,Manager,3 - 15 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ PL/SQL', ' ∑ SQL', ' ∑ Database', ' ∑ ERP', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ PL', ' ∑ oracle developer']"
IT Digital Transformation Manager,"Nasr City, Cairo, Egypt ",Confidential,Manager,10 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Manufacturing/Production', ' ∑ Project/Program Management', ' ∑ Information Technology (IT)', ' ∑ Software Solutions', ' ∑ digital transformation', ' ∑ IT', ' ∑ Implementation', ' ∑ ERP', ' ∑ Technology']"
Business Analyst,"Sheraton, Cairo, Egypt ",Osolutions,Experienced,2 - 4 Yrs of Exp,"[' ∑ Business Development', ' ∑ Analyst/Research', '', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Communication skills', 'Computer Science', ' ∑ technical', ' ∑ Technology', ' ∑ Communication', ' ∑ Applications']"
Business Applications Assistant Manager,"Nasr City, Cairo, Egypt ",SAVOLA,Experienced,2 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Business Applications', ' ∑ Analysis', ' ∑ SQL']"
Senior Software Tester,"Maadi, Cairo, Egypt ",Expert Apps,Experienced,4+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Automation', ' ∑ computer', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Integration', ' ∑ JMeter', ' ∑ Performance']"
Help Desk Specialist,"New Cairo, Cairo, Egypt ",Global Brands,Entry Level,0 - 3 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Communication', 'Computer Science', ' ∑ Customer Service', ' ∑ Help desk', ' ∑ Information technology', ' ∑ Information Technology (IT)', ' ∑ Installation', ' ∑ Software']"
HSE Deputy Manager,"Bourj Alarab, Alexandria, Egypt ",Confidential,Manager,10+ Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Operations/Management', ' ∑ Quality', ' ∑ HSE', ' ∑ Engineering', ' ∑ Quality', ' ∑ FMCG', ' ∑ NEBOSH', ' ∑ Manufacturing', ' ∑ OSHA']"
Registrar Assistant,"6th of October, Giza, Egypt ",Zewail City,Experienced,1 - 3 Yrs of Exp,"[' ∑ Administration', ' ∑ Microsoft Office', ' ∑ Administration', ' ∑ registrar', ' ∑ registrar assistant', ' ∑ admission and registrar']"
Trainer,"Nasr City, Cairo, Egypt ",Macro Group,Experienced,6 - 8 Yrs of Exp,"[' ∑ Education/Teaching', ' ∑ Training/Instructor', ' ∑ Pharmacy', ' ∑ Instructor', ' ∑ TOT', ' ∑ Teaching', ' ∑ Training']"
IT Supervisor,"Nasr City, Cairo, Egypt ",Confidential,Manager,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ Computer Engineering', ' ∑ CCNP', 'Computer Science', ' ∑ ERP', ' ∑ Information Technology (IT)', ' ∑ Network Administration', ' ∑ CCNA']"
Senior Analyst ñ Information Security,"New Cairo, Cairo, Egypt ",Network International -Egypt,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ Information Security']"
Senior Full Stack Developer,"Cairo, Egypt ",Giza Systems,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ front-end', ' ∑ Full Stack', ' ∑ NodeJS', ' ∑ React']"
Talent Acquisition Coordinator (Qatari National),"Doha, Qatar ",University of Doha for Science and Technology (UDST),Not specified,None,"[' ∑ Human Resources', ' ∑ Operations/Management', ' ∑ Human Resources (HR)', ' ∑ Recruitment', ' ∑ Talent Acquisition', ' ∑ Interviewing', ' ∑ HR', ' ∑ Screening', ' ∑ Microsoft Office']"
Python Web Developer - Graduate Position,"Cairo, Egypt ",Holix,Entry Level,0 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Python', ' ∑ Software Development', ' ∑ Software', ' ∑ CSS', ' ∑ Web Development']"
DevOps Engineer,"Heliopolis, Cairo, Egypt ",Easy Cash,Experienced,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ DevOps', ' ∑ Information Technology (IT)', ' ∑ Integration']"
Oracle EPM Senior Consultant-Planning,"Cairo, Egypt ",Azdan Business Analytics,Experienced,3 - 7 Yrs of Exp,"[' ∑ Accounting/Finance', ' ∑ IT/Software Development', ' ∑ Oracle', ' ∑ EPM', ' ∑ EPBCS', ' ∑ Hyperion Planning']"
Social Media Buyer Specialist,"Heliopolis, Cairo, Egypt ",STIO Life Science,Experienced,2 - 3 Yrs of Exp,"[' ∑ Writing/Editorial', ' ∑ Marketing/PR/Advertising', ' ∑ Media/Journalism/Publishing', ' ∑ Communication', ' ∑ Content', ' ∑ Creative', ' ∑ Advertising', ' ∑ E-Marketing', ' ∑ Marketing', ' ∑ media']"
Search Engine Optimization Specialist,"Heliopolis, Cairo, Egypt ",STIO Life Science,Experienced,2 - 3 Yrs of Exp,"[' ∑ Marketing/PR/Advertising', ' ∑ Media/Journalism/Publishing', ' ∑ Pharmaceutical', '', ' ∑ Analytics', ' ∑ Communication', ' ∑ Communication skills', ' ∑ E-Marketing', ' ∑ Keyword research', ' ∑ Marketing', ' ∑ Performance']"
